status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,_range_flag,age_group,credit_amount_per_duration,credit_per_person
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,bank,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",69.66666666666667,836.0
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/no savings account,unemployed,1,male : divorced/separated,none,4,real estate,60,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(50, 60]",323.4,6468.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,others,1941,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,35,none,own,1,unskilled - resident,1,yes,yes,1,False,"(30, 40]",107.83333333333333,1941.0
no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,4,car or other,40,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",121.5909090909091,2675.0
no checking account,48,critical account/other credits existing,car (used),2751,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,38,none,own,2,skilled employee/official,2,yes,yes,1,False,"(30, 40]",57.3125,1375.5
0 <= ... < 200 DM,48,delay in paying off in the past,retraining,6224,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,50,none,for free,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",129.66666666666666,6224.0
... < 100 DM,40,critical account/other credits existing,retraining,5998,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,unknown/no property,27,bank,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",149.95,5998.0
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,39,none,own,1,skilled employee/official,2,no,yes,0,True,"(30, 40]",56.57142857142857,594.0
no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,... >= 7 years,3,male : single,none,4,car or other,41,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(40, 50]",263.0416666666667,3156.5
no checking account,6,critical account/other credits existing,radio/television,1221,unknown/no savings account,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",203.5,1221.0
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,4,unknown/no property,51,none,for free,1,skilled employee/official,1,no,yes,1,False,"(50, 60]",120.5,2892.0
no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",127.58333333333333,3062.0
no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",255.66666666666666,2301.0
... < 100 DM,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/life insurance,51,none,for free,1,skilled employee/official,2,yes,yes,0,True,"(50, 60]",417.27777777777777,3755.5
no checking account,12,critical account/other credits existing,radio/television,1258,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",104.83333333333333,1258.0
no checking account,24,delay in paying off in the past,car (new),717,unknown/no savings account,... >= 7 years,4,male : married/widowed,none,4,car or other,54,none,own,2,skilled employee/official,1,yes,yes,1,False,"(50, 60]",29.875,717.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/no savings account,... < 1 year,4,male : single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,False,"(30, 40]",172.11111111111111,1549.0
no checking account,24,critical account/other credits existing,retraining,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,54,none,for free,2,skilled employee/official,2,no,yes,1,False,"(50, 60]",66.54166666666667,798.5
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1,False,"(40, 50]",99.72222222222223,1795.0
... < 100 DM,20,critical account/other credits existing,radio/television,4272,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",213.6,4272.0
no checking account,12,critical account/other credits existing,domestic appliances,976,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,35,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",81.33333333333333,976.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,1,False,"(18, 30]",622.6666666666666,7472.0
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",257.52777777777777,9271.0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,1,False,"(18, 30]",98.33333333333333,590.0
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,own,4,skilled employee/official,1,no,yes,1,False,"(60, 100]",77.5,930.0
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,55,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(50, 60]",221.02380952380952,9283.0
0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,0,True,"(18, 30]",118.53333333333333,1778.0
0 <= ... < 200 DM,8,existing credits paid back duly till now,others,907,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",113.375,907.0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,1,False,"(18, 30]",80.66666666666667,484.0
... < 100 DM,36,critical account/other credits existing,car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,own,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",267.47222222222223,9629.0
... < 100 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,54,none,own,1,skilled employee/official,1,no,yes,0,True,"(50, 60]",63.5625,3051.0
... < 100 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,46,none,for free,1,skilled employee/official,2,no,yes,0,True,"(40, 50]",81.89583333333333,1965.5
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,1,no,yes,1,False,"(50, 60]",206.44444444444446,7432.0
no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,no,yes,1,False,"(60, 100]",223.0,1338.0
no checking account,6,critical account/other credits existing,domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",259.0,1554.0
... < 100 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(40, 50]",440.47222222222223,15857.0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",74.72222222222223,1345.0
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",91.75,1101.0
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",251.33333333333334,3016.0
... < 100 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,41,bank,own,1,skilled employee/official,2,no,yes,0,True,"(40, 50]",75.33333333333333,1356.0
... < 100 DM,8,critical account/other credits existing,car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,1,False,"(40, 50]",91.375,731.0
no checking account,18,critical account/other credits existing,radio/television,3780,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",210.0,3780.0
... < 100 DM,21,critical account/other credits existing,car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,30,none,own,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",76.28571428571429,1602.0
... < 100 DM,18,critical account/other credits existing,car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,yes,yes,0,True,"(30, 40]",220.33333333333334,3966.0
no checking account,18,no credits taken/all credits paid back duly,others,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,stores,own,2,skilled employee/official,2,no,yes,0,True,"(30, 40]",231.38888888888889,2082.5
... < 100 DM,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,47,none,for free,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",231.52777777777777,8335.0
0 <= ... < 200 DM,48,delay in paying off in the past,others,6681,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,38,none,for free,1,skilled employee/official,2,yes,yes,1,False,"(30, 40]",139.1875,3340.5
no checking account,24,delay in paying off in the past,others,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,44,none,own,2,skilled employee/official,2,yes,yes,1,False,"(40, 50]",98.95833333333333,1187.5
... < 100 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",67.55555555555556,1216.0
... < 100 DM,45,no credits taken/all credits paid back duly,others,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,29,none,rent,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",262.5777777777778,11816.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee/official,1,yes,yes,1,False,"(40, 50]",211.83333333333334,5084.0
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",155.13333333333333,2327.0
... < 100 DM,12,no credits taken/all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,48,bank,own,2,skilled employee/official,1,no,yes,0,True,"(40, 50]",90.16666666666667,1082.0
no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",73.83333333333333,886.0
no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,1,False,"(18, 30]",150.25,300.5
... < 100 DM,24,critical account/other credits existing,car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,63,none,own,2,skilled employee/official,1,yes,yes,1,False,"(60, 100]",123.20833333333333,2957.0
no checking account,24,critical account/other credits existing,domestic appliances,2611,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,1,False,"(40, 50]",108.79166666666667,2611.0
... < 100 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",143.86111111111111,5179.0
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",142.52380952380952,2993.0
no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",107.94444444444444,1943.0
no checking account,24,all credits at this bank paid back duly,others,1559,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,50,bank,own,1,skilled employee/official,1,yes,yes,1,False,"(40, 50]",64.95833333333333,1559.0
no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,1,False,"(40, 50]",190.11111111111111,1711.0
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,35,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",189.33333333333334,3976.0
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,68,none,rent,2,skilled employee/official,1,no,yes,0,True,"(60, 100]",375.6111111111111,6761.0
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",52.041666666666664,1249.0
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,own,1,skilled employee/official,1,no,yes,1,False,"(50, 60]",151.55555555555554,1364.0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,0,True,"(50, 60]",59.083333333333336,709.0
... < 100 DM,20,critical account/other credits existing,car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,33,bank,rent,2,skilled employee/official,1,no,no,0,True,"(30, 40]",111.75,2235.0
no checking account,24,critical account/other credits existing,car (used),4042,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,43,none,own,2,skilled employee/official,1,yes,yes,1,False,"(40, 50]",168.41666666666666,4042.0
no checking account,15,critical account/other credits existing,domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",98.06666666666666,1471.0
... < 100 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,32,none,for free,2,unskilled - resident,2,no,yes,0,True,"(30, 40]",80.11111111111111,721.0
no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,45,none,own,2,skilled employee/official,2,yes,yes,1,False,"(40, 50]",302.0833333333333,5437.5
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",61.416666666666664,1474.0
no checking account,10,existing credits paid back duly till now,business,894,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,40,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",89.4,894.0
no checking account,15,critical account/other credits existing,radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,28,none,for free,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",222.86666666666667,3343.0
... < 100 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",263.93333333333334,3959.0
no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,no,no,1,False,"(18, 30]",397.44444444444446,1788.5
no checking account,24,critical account/other credits existing,car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",241.83333333333334,5804.0
no checking account,18,delay in paying off in the past,others,2169,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",120.5,2169.0
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,yes,yes,0,True,"(30, 40]",101.625,2439.0
no checking account,27,critical account/other credits existing,radio/television,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,1,False,"(30, 40]",167.62962962962962,2263.0
no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",221.0,2210.0
no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",148.06666666666666,2221.0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,27,stores,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",132.72222222222223,2389.0
no checking account,12,critical account/other credits existing,radio/television,3331,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,stores,own,1,skilled employee/official,1,no,yes,1,False,"(40, 50]",277.5833333333333,3331.0
no checking account,36,existing credits paid back duly till now,others,7409,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",205.80555555555554,7409.0
... < 100 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",54.333333333333336,652.0
no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",213.27777777777777,7678.0
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1343,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,46,none,own,2,skilled employee/official,2,no,no,1,False,"(40, 50]",223.83333333333334,671.5
... < 100 DM,24,critical account/other credits existing,others,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,26,none,own,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",57.583333333333336,1382.0
no checking account,15,existing credits paid back duly till now,repairs,874,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",58.266666666666666,874.0
... < 100 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,29,none,own,1,unskilled - resident,2,no,yes,1,False,"(18, 30]",299.1666666666667,1795.0
0 <= ... < 200 DM,11,critical account/other credits existing,car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",120.18181818181819,1322.0
... < 100 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,36,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",107.77777777777777,1940.0
no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",99.86111111111111,3595.0
... < 100 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(18, 30]",158.0,1422.0
no checking account,30,critical account/other credits existing,domestic appliances,6742,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",224.73333333333332,6742.0
no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",325.5833333333333,7814.0
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,48,none,for free,1,skilled employee/official,1,yes,yes,1,False,"(40, 50]",386.5416666666667,9277.0
0 <= ... < 200 DM,30,critical account/other credits existing,car (new),2181,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",72.7,2181.0
no checking account,18,critical account/other credits existing,domestic appliances,1098,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,no,yes,1,False,"(60, 100]",61.0,1098.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,43,none,own,1,skilled employee/official,1,yes,yes,0,True,"(40, 50]",169.04166666666666,4057.0
... < 100 DM,12,existing credits paid back duly till now,retraining,795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,53,none,own,1,skilled employee/official,1,no,yes,0,True,"(50, 60]",66.25,795.0
0 <= ... < 200 DM,24,critical account/other credits existing,others,2825,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,34,none,own,2,skilled employee/official,2,yes,yes,1,False,"(30, 40]",117.70833333333333,1412.5
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,23,none,own,1,skilled employee/official,1,yes,yes,0,True,"(18, 30]",326.5,15672.0
no checking account,36,critical account/other credits existing,car (new),6614,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",183.72222222222223,6614.0
no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/no savings account,... < 1 year,3,male : single,guarantor,4,real estate,40,bank,rent,2,skilled employee/official,2,yes,yes,1,False,"(30, 40]",279.42857142857144,3912.0
... < 100 DM,27,critical account/other credits existing,others,2442,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,43,stores,own,4,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(40, 50]",90.44444444444444,1221.0
no checking account,15,critical account/other credits existing,domestic appliances,1829,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,own,2,skilled employee/official,1,yes,yes,1,False,"(40, 50]",121.93333333333334,1829.0
... < 100 DM,12,critical account/other credits existing,car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,no,no,1,False,"(30, 40]",180.91666666666666,2171.0
0 <= ... < 200 DM,36,critical account/other credits existing,car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,34,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",161.11111111111111,5800.0
no checking account,18,critical account/other credits existing,domestic appliances,1169,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,none,own,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",64.94444444444444,1169.0
no checking account,36,delay in paying off in the past,car (used),8947,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,2,car or other,31,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,False,"(30, 40]",248.52777777777777,4473.5
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(18, 30]",124.0952380952381,2606.0
no checking account,12,critical account/other credits existing,radio/television,1592,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,no,1,False,"(30, 40]",132.66666666666666,1592.0
no checking account,15,existing credits paid back duly till now,radio/television,2186,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,1,False,"(30, 40]",145.73333333333332,2186.0
... < 100 DM,18,existing credits paid back duly till now,radio/television,4153,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,none,own,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",230.72222222222223,4153.0
... < 100 DM,16,critical account/other credits existing,car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,43,bank,rent,1,skilled employee/official,1,yes,yes,0,True,"(40, 50]",164.0625,2625.0
no checking account,20,critical account/other credits existing,car (new),3485,unknown/no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,yes,yes,1,False,"(40, 50]",174.25,3485.0
no checking account,36,critical account/other credits existing,car (used),10477,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,2,skilled employee/official,1,no,yes,1,False,"(40, 50]",291.02777777777777,10477.0
